input,output
"As the social media manager for 'bar' (Twitter: @barandbench), create a tweet using the following keywords: ['page', 'book', 'text']. Craft a message that aligns with our brand and is likely to receive at least 392 likes.","[BREAKING] Centre presses to regulate  “web based digital media” which includes “web magazines” &amp; “web-based news channels” and “web-based news-papers” which are ""uncontrolled."" Says digital media uses spectrum &amp; internet which is 'public property.'

#SupremeCourt
#UPSC_Jihad <hyperlink>"
"As the social media manager for 'target' (Twitter: @Target), create a tweet using the following keywords: ['person', 'push', 'shopping', 'cart', 'bunch', 'item', 'push']. Craft a message that aligns with our brand and is likely to receive at least 3347 likes.",Our cart on #September1st. 🎃 🍂 <hyperlink>
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['big', 'brother', 'naija', 'logo', 'show', 'green', 'chair', 'show']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",PLAQAD Signs 25 BBNaija “Pepper Dem” Housemates <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['row', 'yellow', 'croc', 'display', 'store', 'display']. Craft a message that aligns with our brand and is likely to receive at least 523 likes.",Crocs are hot again thanks to big changes to the business <hyperlink> <hyperlink>
"As the social media manager for 'bell' (Twitter: @AndyBell_info), create a tweet using the following keywords: ['collage', 'people', 'hold', 'sign', 'blue', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 133 likes.",I joined the #TrueColorsDay Thunderclap to raise awareness about #LGBTQ youth homelessness on April 25. Join me at: <hyperlink> <hyperlink>
"As the social media manager for 'cbc' (Twitter: @CBCHealth), create a tweet using the following keywords: ['man', 'hold', 'newspaper', 'store', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 45 likes.","China's mystery 'coronavirus' isn't currently spreading, WHO says  <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['small', 'airplane', 'sit', 'tarmac', 'airport', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Greece Bans Flights From UK <hyperlink> <hyperlink>
"As the social media manager for 'sabc' (Twitter: @METROFMSA), create a tweet using the following keywords: ['man', 'sit', 'desk', 'laptop', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 201 likes.","A Fresh Start to your Thursday 😄
#FreshBreakfast 
<mention> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['police', 'officer', 'stand', 'near', 'motorcycle', 'dirt', 'road', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Israeli Soldier Wounded In Third Terrorist Attack <hyperlink> <hyperlink>
"As the social media manager for 'icici bank' (Twitter: @ICICIBank), create a tweet using the following keywords: ['flyer', 'event', 'hold', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 10 likes.",Ajinkya recollects how #ICICIAcademyForSkills helped him reshape his life. <hyperlink> <hyperlink>
"As the social media manager for 'emerson' (Twitter: @SmallBizLady), create a tweet using the following keywords: ['small', 'business', 'success', 'quote']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","LEARN MORE ABOUT SALES AND SELLING AT MY WEBINAR THIS WEEK, Oct. 18th @ 2:00 pm!
Register today&gt;&gt;<hyperlink>
#FIXYOURBUSINESS
#SMALLBIZLADY <hyperlink>"
"As the social media manager for 'asus' (Twitter: @ASUSUK), create a tweet using the following keywords: ['asus', 'zenfone', 'unveil', 'dual', 'rear', 'camera', 'mah', 'battery', 'unveil']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.","Save the date! 🗓️
February 27th for #MWC18 and let's go #Backto5. 
Check here to find out more - <hyperlink> <hyperlink>"
"As the social media manager for 'aaa' (Twitter: @AAAClubAlliance), create a tweet using the following keywords: ['alcoholic', 'drink', 'drink', 'wooden', 'table']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","Happy Hour? Designate your #soberdriver before your first sip. There's no such thing as ""OK to drive"". You're either sober or you're not. <hyperlink>"
"As the social media manager for 'acer' (Twitter: @Acer_India), create a tweet using the following keywords: ['man', 'suit', 'sit', 'seat', 'car', 'laptop', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 49 likes.","Perfect for those on-the-go workdays. Visit: <hyperlink> 
#Swift7 <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['school', 'reopen', 'reopen']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","[VIDEO] Front Page Headlines For Wednesday, 3rd June 2020 | TV Independent <hyperlink> <hyperlink>"
"As the social media manager for 'cbc' (Twitter: @CBCNL), create a tweet using the following keywords: ['sunset', 'beach', 'hut', 'st', 'john']. Craft a message that aligns with our brand and is likely to receive at least 84 likes.","We are loving Friday's stellar sunset photos we have received. 

Here's another stunning shot,submitted by Crystal St. George in Heart's Content.

#cbcnl  #nlwx <hyperlink>"
"As the social media manager for 'greenpeace' (Twitter: @GreenpeaceNZ), create a tweet using the following keywords: ['man', 'woman', 'stand', 'lobby', 'stand']. Craft a message that aligns with our brand and is likely to receive at least 366 likes.","Our friends <mention> and Dr Jim Salinger are here with us outside the Australian Consulate in Auckland this morning to tell <mention> to get his act together on climate &gt;&gt; <hyperlink>
#AusActOnClimate <hyperlink>"
"As the social media manager for 'toyota' (Twitter: @ToyotaSoCal), create a tweet using the following keywords: ['man', 'boy', 'fish', 'beach', 'toyota', 'truck', 'fish']. Craft a message that aligns with our brand and is likely to receive at least 4 likes.",Follow your passion with the #Tundra. <hyperlink>
"As the social media manager for 'cbc' (Twitter: @CBCToronto), create a tweet using the following keywords: ['man', 'wear', 'mask', 'sit', 'box', 'wear', 'sit']. Craft a message that aligns with our brand and is likely to receive at least 816 likes.",City issues warning letter to Toronto carpenter building shelters for unhoused people <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @CNN), create a tweet using the following keywords: ['supreme', 'court', 'justice', 'ruth', 'bader', 'ginsburg', 'ruth']. Craft a message that aligns with our brand and is likely to receive at least 518 likes.","Justice Ruth Bader Ginsburg laments modern-day contentious confirmation hearings for the Supreme Court, saying they've become a ""highly partisan show"" <hyperlink> <hyperlink>"
"As the social media manager for 'cisco' (Twitter: @CiscoSaudia), create a tweet using the following keywords: ['apple', 'business', 'chat', 'cisco', 'deliver', 'customer', 'care', 'chat', 'deliver']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",1-800 Contacts uses Apple Business Chat with Cisco to Deliver #CustomerCare. <hyperlink> #custserv <hyperlink>
"As the social media manager for 'pfizer' (Twitter: @Pfizer_UK), create a tweet using the following keywords: ['matthew', 'lindsay', 'md', 'dr', 'matthew', 'lindsay', 'md', 'dr', 'matt']. Craft a message that aligns with our brand and is likely to receive at least 1 likes.","Innovative treatments and technologies could change the future for #haemophilia patients. But how have treatments evolved over the past 60 years? Our Rare Disease Medical Director, Dr Matthew Lumley, discusses in a guest blog with <mention>: <hyperlink> <hyperlink>"
"As the social media manager for 'shoprite' (Twitter: @Shoprite_SA), create a tweet using the following keywords: ['amstel', 'beer', 'pack', 'x', 'pack']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","<mention> It’s time for Beer Friday! Get your 2 six-packs of 440ml Amstel Lager Beer Cans for only R100! Ice cold beer, all year round guaranteed. Valid nationwide until 3 February 2019. Find out more: <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['picture', 'people', 'suit', 'tie']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.","Unification Will Bring Transparency, More Revenue To Government <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['naira', 'dollar']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",Banks To See Squeeze As CBN Shores Up Naira <hyperlink> <hyperlink>
"As the social media manager for 'cnn' (Twitter: @cnnbrk), create a tweet using the following keywords: ['old', 'man', 'hold', 'award', 'green', 'monster', 'hold']. Craft a message that aligns with our brand and is likely to receive at least 2495 likes.","Caroll Spinney, the puppeteer who brought beloved ""Sesame Street"" characters Big Bird and Oscar the Grouch to life, died on Sunday. He was 85. <hyperlink> <hyperlink>"
"As the social media manager for 'independent' (Twitter: @IndependentNGR), create a tweet using the following keywords: ['manchester', 'united', 'manager', 'mourinho']. Craft a message that aligns with our brand and is likely to receive at least 0 likes.",6 Man Utd Players Set To Miss Norwich City Fixture <hyperlink> <hyperlink>
